序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
11	做空	精品	2	18	12	66.7%	66.7%	0.000	83.7	多头57%	+4.92%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
12	做多	精品	2	16	14	87.5%	87.5%	0.000	83.7	空头75%  震荡100%	+5.84%	KDJ-K<35（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
13	做多	精品	2	16	14	87.5%	87.5%	0.000	83.7	空头75%  震荡100%	+5.84%	布林中区<0.35（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
14	做多	精品	2	20	16	80.0%	80.0%	0.000	83.7	空头67%  震荡100%	+5.20%	KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
15	做多	精品	2	18	14	77.8%	77.8%	0.000	83.7	空头80%  震荡75%	+4.12%	ATR波动率比>1.2（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
16	做多	精品	2	18	14	77.8%	77.8%	0.000	83.7	空头75%  震荡80%	+4.12%	KDJ-K<35（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
17	做多	精品	2	18	14	77.8%	77.8%	0.000	83.7	空头100%  ⚠震荡50%	+4.12%	ATR波动率比>1.2（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格）
18	做多	精品	2	18	14	77.8%	77.8%	0.000	83.7	⚠空头60%  震荡100%	+4.12%	布林中区<0.40（宽松） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
19	做多	精品	2	18	14	77.8%	77.8%	0.000	83.7	⚠空头60%  震荡100%	+4.12%	布林中区<0.35（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比温和>1.1（宽松）
20	做多	精品	2	26	20	76.9%	76.9%	0.000	83.7	空头71%  震荡83%	+5.64%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
21	做多	精品	2	26	20	76.9%	76.9%	0.000	83.7	空头86%  震荡67%	+5.64%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
22	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	⚠空头60%  震荡100%	+3.04%	布林中区<0.40（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格） & OBV方向买压（宽松）
23	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	⚠空头50%  震荡100%	+3.04%	KDJ-J<15（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
24	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	空头75%  震荡75%	+3.04%	下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
25	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	震荡80%	+3.04%	连续阴线≥3（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
26	做多	精品	3	68	51	75.0%	75.0%	0.014	83.7	空头73%  震荡82%	+12.92%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比>1.8（严格）
27	做多	精品	3	38	29	76.3%	76.2%	0.017	82.8	空头81%  ⚠震荡40%	+7.92%	偏离MA5温和<-0.5%（严格） & RSI<30（严格）
28	做多	精品	3	36	27	75.0%	74.9%	0.017	82.5	空头80%  ⚠震荡40%	+6.84%	偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
29	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头75%  震荡75%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-J<25（宽松） & RSI<30（严格）
30	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头74%  震荡78%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.3（宽松）
31	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头74%  震荡78%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比温和>1.1（宽松）
32	做多	精品	2	25	19	76.0%	75.7%	0.007	81.8	空头67%  震荡90%	+5.10%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
33	做空	精品	2	22	14	63.6%	63.6%	0.000	81.5	多头56%	+5.08%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & RSI>60（宽松）
34	做空	精品	2	22	14	63.6%	63.6%	0.000	81.5	多头56%	+5.08%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
35	做多	精品	2	21	17	81.0%	80.9%	0.009	81.3	空头82%  震荡75%	+5.74%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格）
36	做多	精品	2	40	32	80.0%	79.9%	0.010	81.1	空头86%  ⚠震荡60%	+10.40%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格）
37	做多	精品	2	40	32	80.0%	79.9%	0.010	81.1	空头87%  ⚠震荡60%	+10.40%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松）
38	做多	精品	2	40	32	80.0%	79.9%	0.010	81.1	空头85%  ⚠震荡60%	+10.40%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 量比温和>1.1（宽松）
39	做多	精品	3	29	22	75.9%	76.1%	0.024	81.0	空头75%  震荡77%	+5.86%	布林中区<0.35（严格） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
40	做多	精品	2	34	28	82.4%	82.3%	0.010	81.0	空头91%  ⚠震荡60%	+9.96%	偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
41	做多	精品	3	37	28	75.7%	75.4%	0.024	80.9	空头81%  ⚠震荡40%	+7.38%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格）
42	做多	精品	2	38	30	78.9%	78.9%	0.011	80.8	空头85%  ⚠震荡60%	+9.32%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松）
43	做多	精品	2	19	15	78.9%	78.9%	0.011	80.8	空头82%  震荡75%	+4.66%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率向下（宽松）
44	做多	精品	2	38	30	78.9%	78.9%	0.011	80.8	空头86%  ⚠震荡60%	+9.32%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松）
45	做多	精品	2	19	15	78.9%	78.9%	0.011	80.8	空头82%  震荡75%	+4.66%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松）
46	做多	精品	2	19	15	78.9%	78.9%	0.011	80.8	空头78%  震荡75%	+4.66%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
47	做多	精品	2	42	32	76.2%	76.1%	0.011	80.7	多头67%  空头85%  ⚠震荡60%	+8.68%	偏离MA5温和<-0.5%（严格） & 量比温和>1.1（宽松）
48	做多	精品	2	32	26	81.2%	81.2%	0.012	80.6	空头91%  ⚠震荡60%	+8.88%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
49	做多	精品	2	32	26	81.2%	81.2%	0.012	80.6	空头91%  ⚠震荡60%	+8.88%	偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松） & 量比>1.8（严格）
50	做多	精品	2	32	26	81.2%	81.2%	0.012	80.6	空头91%  ⚠震荡60%	+8.88%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.8（严格）
51	做多	精品	2	36	28	77.8%	77.7%	0.012	80.4	空头85%  ⚠震荡60%	+8.24%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<40（宽松）
52	做多	精品	2	36	28	77.8%	77.7%	0.012	80.4	空头83%  ⚠震荡60%	+8.24%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 量比>1.3（宽松）
53	做多	精品	2	36	28	77.8%	77.7%	0.012	80.4	空头85%  ⚠震荡60%	+8.24%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比温和>1.1（宽松）
54	做多	精品	2	36	28	77.8%	77.7%	0.012	80.4	空头85%  ⚠震荡60%	+8.24%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松）
55	做多	精品	2	36	28	77.8%	77.7%	0.012	80.4	空头83%  ⚠震荡60%	+8.24%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
56	做多	精品	3	46	34	73.9%	73.8%	0.017	80.3	空头78%  ⚠震荡62%	+8.04%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<45（严格）
57	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头79%  ⚠震荡62%	+7.28%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
58	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头79%  ⚠震荡62%	+7.28%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
59	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头79%  ⚠震荡62%	+7.28%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
60	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头80%  ⚠震荡58%	+7.28%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
61	做多	精品	3	46	34	73.9%	73.8%	0.017	80.3	空头79%  ⚠震荡62%	+8.04%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<50（宽松）
62	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头80%  ⚠震荡58%	+7.28%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
63	做多	精品	3	42	31	73.8%	73.8%	0.017	80.3	空头80%  ⚠震荡58%	+7.28%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
64	做多	精品	3	35	26	74.3%	74.1%	0.020	80.2	空头79%  ⚠震荡40%	+6.30%	偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比>1.3（宽松）
65	做多	精品	3	35	26	74.3%	74.1%	0.020	80.2	空头79%  ⚠震荡40%	+6.30%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<30（严格）
66	做多	精品	3	35	26	74.3%	74.1%	0.020	80.2	空头80%  ⚠震荡40%	+6.30%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格） & 量比温和>1.1（宽松）
67	做多	精品	3	47	35	74.5%	74.3%	0.021	80.2	空头79%  ⚠震荡62%	+8.58%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松）
68	做多	精品	3	27	23	85.2%	85.6%	0.027	80.2	空头81%  震荡91%	+8.98%	KDJ-K<35（宽松） & 下影线/实体>1.5（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
69	做多	精品	2	30	24	80.0%	79.9%	0.013	80.2	空头90%  ⚠震荡60%	+7.80%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.8（严格）
70	做多	精品	2	30	24	80.0%	79.9%	0.013	80.2	空头89%  ⚠震荡60%	+7.80%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
71	做多	精品	3	43	32	74.4%	74.5%	0.023	80.1	空头80%  ⚠震荡62%	+7.82%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
72	做多	精品	3	43	32	74.4%	74.5%	0.023	80.1	空头80%  ⚠震荡62%	+7.82%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
73	做多	精品	3	43	32	74.4%	74.5%	0.023	80.1	空头80%  ⚠震荡62%	+7.82%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
74	做多	精品	2	25	19	76.0%	76.4%	0.014	80.0	空头82%	+5.10%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & RSI<40（宽松）
75	做多	精品	2	34	26	76.5%	76.4%	0.014	80.0	空头83%  ⚠震荡60%	+7.16%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.3（宽松）
76	做多	精品	2	34	26	76.5%	76.4%	0.014	80.0	空头83%  ⚠震荡60%	+7.16%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.3（宽松）
77	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & 量比>1.8（严格）
78	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比>1.3（宽松）
79	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & 量比>1.3（宽松）
80	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
81	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & 量比>1.3（宽松）
82	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
83	做多	精品	2	34	26	76.5%	76.4%	0.014	80.0	空头83%  ⚠震荡60%	+7.16%	ATR波动率比>1.2（宽松） & 布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
84	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
85	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头78%  震荡75%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
86	做多	精品	2	17	13	76.5%	76.4%	0.014	80.0	空头80%  震荡71%	+3.58%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & KDJ-K<35（宽松）
87	做多	精品	3	45	33	73.3%	73.3%	0.015	79.7	空头78%  ⚠震荡62%	+7.50%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
88	做多	精品	3	45	33	73.3%	73.3%	0.015	79.7	空头79%  ⚠震荡58%	+7.50%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
89	做多	精品	3	45	33	73.3%	73.3%	0.015	79.7	空头78%  ⚠震荡62%	+7.50%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<45（严格）
90	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头90%  ⚠震荡50%	+6.72%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.8（严格）
91	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.8（严格）
92	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
93	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松） & 量比>1.8（严格）
94	做多	精品	2	28	22	78.6%	78.5%	0.015	79.6	空头89%  ⚠震荡60%	+6.72%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.8（严格）
95	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头57%	+3.44%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & KDJ-K>75（严格） & 量比>1.8（严格）
96	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头57%	+3.44%	偏离MA5温和>0.3%（宽松） & 连续阳线≥3（严格） & KDJ-J>75（宽松） & 量比>1.8（严格）
97	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	多头62%	+3.44%	ATR波动率比>1.8（严格） & 布林中区>0.60（宽松） & MA5斜率>0.05%（严格） & MACD柱<0(空头)（宽松） & RSI温和>55（严格）
98	做空	精品	2	16	10	62.5%	62.5%	0.000	79.6	⚠多头50%  震荡100%	+3.44%	偏离MA5温和>0.3%（宽松） & KDJ-J>85（严格） & 上影线/实体>1.5（宽松）
99	做多	精品	3	32	27	84.4%	85.4%	0.029	79.5	空头92%  ⚠震荡57%	+10.28%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
100	做多	精品	4	50	36	72.0%	72.0%	0.016	79.4	空头78%  震荡65%	+7.40%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & OBV方向买压（宽松） & 量比>1.3（宽松）
101	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头82%  ⚠震荡60%	+6.08%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.3（宽松）
102	做多	精品	2	32	24	75.0%	74.9%	0.016	79.3	空头83%  ⚠震荡50%	+6.08%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松）
103	做多	精品	2	22	18	81.8%	81.7%	0.017	79.3	空头89%	+6.28%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<30（严格） & 量比>1.8（严格）
104	做多	精品	2	22	18	81.8%	81.7%	0.017	79.3	空头89%	+6.28%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & RSI<30（严格） & 量比>1.8（严格）
105	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
106	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
107	做多	精品	3	41	30	73.2%	73.1%	0.015	79.2	空头79%  ⚠震荡58%	+6.74%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
108	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头88%  ⚠震荡60%	+5.64%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比>1.8（严格）
109	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头89%  ⚠震荡50%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI<40（宽松） & 量比>1.8（严格）
110	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头88%  ⚠震荡60%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI<40（宽松） & 量比>1.8（严格）
111	做多	精品	2	26	20	76.9%	76.8%	0.018	79.0	空头89%  ⚠震荡50%	+5.64%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.8（严格）
112	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头86%  ⚠震荡50%	+3.48%	布林中区<0.35（严格） & KDJ-J<25（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松）
113	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头83%  ⚠震荡60%	+3.48%	ATR波动率比>1.2（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松）
114	做多	精品	2	22	16	72.7%	72.7%	0.000	78.9	空头86%  ⚠震荡50%	+3.48%	ATR波动率比>1.2（宽松） & 布林中区<0.35（严格） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
115	做多	精品	3	48	35	72.9%	72.9%	0.015	78.7	空头76%  ⚠震荡62%	+7.72%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
116	做多	精品	1	13	11	84.6%	84.6%	0.000	78.7	空头89%	+4.22%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格）
117	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头89%	+3.68%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松） & RSI<30（严格）
118	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头89%	+3.68%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-J<25（宽松） & RSI<30（严格）
119	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头89%	+3.68%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & RSI<30（严格）
120	做多	精品	1	12	10	83.3%	83.3%	0.000	78.7	空头88%	+3.68%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比温和>1.1（宽松）
121	做多	精品	1	15	12	80.0%	80.0%	0.000	78.7	空头80%  震荡80%	+3.90%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格）
122	做多	精品	1	15	12	80.0%	80.0%	0.000	78.7	空头83%	+3.90%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & KDJ-K<35（宽松）
123	做多	精品	1	10	8	80.0%	80.0%	0.000	78.7	空头80%  震荡80%	+2.60%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & RSI<30（严格） & 量比>1.8（严格）
124	做多	精品	1	14	11	78.6%	78.6%	0.000	78.7	空头80%	+3.36%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-K<35（宽松） & RSI<30（严格）
