序号	方向	层级	出现轮次	累计触发	累计命中	综合命中率	平均命中率	波动	综合评分	各状态命中率	估算总盈亏	条件组合
35	做多	精品	2	26	20	76.9%	76.9%	0.000	83.7	空头71%  震荡83%	+5.64%	KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.8（严格）
36	做多	精品	2	26	20	76.9%	76.9%	0.000	83.7	空头86%  震荡67%	+5.64%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & KDJ-J<15（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松）
37	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	⚠空头60%  震荡100%	+3.04%	布林中区<0.40（宽松） & KDJ-K<25（严格） & MACD柱翻正（严格） & OBV方向买压（宽松）
38	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	⚠空头50%  震荡100%	+3.04%	KDJ-J<15（严格） & 下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & 量比>1.3（宽松）
39	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	空头75%  震荡75%	+3.04%	下影线/实体>2.5（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
40	做多	精品	2	16	12	75.0%	75.0%	0.000	83.7	震荡80%	+3.04%	连续阴线≥3（严格） & 下影线/实体>1.5（宽松） & MACD柱>0(多头)（宽松） & OBV方向买压（宽松） & RSI温和<50（宽松）
41	做多	精品	5	73	53	72.6%	72.6%	0.013	83.7	空头79%  ⚠震荡57%	+11.42%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
42	做多	精品	5	73	53	72.6%	72.6%	0.013	83.7	空头79%  ⚠震荡57%	+11.42%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比>1.3（宽松）
43	做多	精品	5	73	53	72.6%	72.6%	0.013	83.7	空头79%  ⚠震荡57%	+11.42%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
44	做多	精品	5	127	94	74.0%	73.5%	0.021	83.5	空头72%  震荡80%	+22.38%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥3（严格） & 量比>1.8（严格）
45	做多	精品	4	52	39	75.0%	75.0%	0.025	83.4	空头85%  ⚠震荡58%	+9.88%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<40（宽松） & 量比>1.8（严格）
46	做多	精品	4	52	39	75.0%	75.0%	0.025	83.4	空头85%  ⚠震荡58%	+9.88%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比>1.8（严格）
47	做多	精品	4	52	39	75.0%	75.0%	0.025	83.4	空头85%  ⚠震荡58%	+9.88%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & 量比>1.8（严格）
48	做多	精品	4	52	39	75.0%	75.0%	0.025	83.4	空头85%  ⚠震荡58%	+9.88%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI温和<50（宽松） & 量比>1.8（严格）
49	做多	精品	5	77	56	72.7%	72.6%	0.015	83.3	空头78%  ⚠震荡59%	+12.18%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
50	做空	精品	3	24	15	62.5%	62.5%	0.000	83.2	⚠多头50%  震荡100%	+5.16%	偏离MA5温和>0.3%（宽松） & KDJ-J>85（严格） & 上影线/实体>1.5（宽松）
51	做多	精品	5	75	55	73.3%	73.4%	0.022	83.1	空头79%  ⚠震荡59%	+12.50%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
52	做多	精品	5	75	55	73.3%	73.4%	0.022	83.1	空头79%  ⚠震荡59%	+12.50%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比温和>1.1（宽松）
53	做多	精品	5	75	55	73.3%	73.4%	0.022	83.1	空头79%  ⚠震荡59%	+12.50%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
54	做多	精品	4	37	28	75.7%	75.7%	0.027	83.0	空头85%	+7.38%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI<30（严格） & 量比>1.8（严格）
55	做多	精品	4	39	30	76.9%	77.1%	0.027	83.0	空头75%  震荡73%	+8.46%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比温和>1.1（宽松）
56	做多	精品	5	83	60	72.3%	72.3%	0.014	82.9	空头77%  ⚠震荡59%	+12.62%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
57	做空	精品	4	50	31	62.0%	62.1%	0.009	82.8	多头59%  震荡73%	+10.40%	偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格） & MA5斜率>0.05%（严格） & 量比>1.3（宽松）
58	做空	精品	4	37	24	64.9%	65.0%	0.029	82.4	多头55%  震荡100%	+9.18%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & RSI>60（宽松）
59	做空	精品	4	37	24	64.9%	65.0%	0.029	82.4	多头55%  震荡100%	+9.18%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
60	做多	精品	5	65	49	75.4%	75.1%	0.037	82.4	空头82%  ⚠震荡60%	+12.70%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.8（严格）
61	做多	精品	5	65	49	75.4%	75.1%	0.037	82.4	空头82%  ⚠震荡60%	+12.70%	ATR波动率比>1.8（严格） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
62	做多	精品	5	65	49	75.4%	75.1%	0.037	82.4	空头82%  ⚠震荡60%	+12.70%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & RSI温和<50（宽松） & 量比>1.8（严格）
63	做多	精品	5	65	49	75.4%	75.1%	0.037	82.4	空头82%  ⚠震荡60%	+12.70%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.8（严格）
64	做多	精品	4	67	50	74.6%	74.6%	0.026	82.4	空头81%  ⚠震荡58%	+12.38%	布林位置<0.15（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.3（宽松）
65	做多	精品	5	73	53	72.6%	72.7%	0.019	82.4	空头78%  ⚠震荡59%	+11.42%	ATR波动率比>1.2（宽松） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
66	做多	精品	5	73	53	72.6%	72.7%	0.019	82.4	空头79%  ⚠震荡57%	+11.42%	ATR波动率比>1.2（宽松） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
67	做多	精品	5	73	53	72.6%	72.7%	0.019	82.4	空头78%  ⚠震荡59%	+11.42%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
68	做多	精品	5	73	53	72.6%	72.7%	0.019	82.4	空头79%  ⚠震荡57%	+11.42%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
69	做多	精品	5	69	53	76.8%	76.5%	0.038	82.4	空头82%  ⚠震荡60%	+14.86%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
70	做多	精品	7	81	58	71.6%	71.4%	0.023	82.2	空头77%  震荡67%	+11.54%	ATR波动率比>1.2（宽松） & MA5斜率<-0.05%（严格） & MACD柱翻正（严格） & OBV方向买压（宽松） & 量比>1.3（宽松）
71	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头75%  震荡75%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & KDJ-J<25（宽松） & RSI<30（严格）
72	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头74%  震荡78%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.3（宽松）
73	做多	精品	2	29	22	75.9%	75.6%	0.006	82.2	空头74%  震荡78%	+5.86%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.3%（宽松） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比温和>1.1（宽松）
74	做空	精品	4	43	27	62.8%	62.7%	0.016	82.2	多头54%  震荡100%	+9.42%	偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格） & MA5斜率>0.05%（严格） & 量比>1.3（宽松）
75	做多	精品	5	78	62	79.5%	79.0%	0.039	82.1	空头85%  ⚠震荡60%	+19.72%	偏离MA5温和<-0.5%（严格） & 量比>1.8（严格）
76	做多	精品	5	79	57	72.2%	72.2%	0.017	81.9	空头77%  ⚠震荡59%	+11.86%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
77	做多	精品	5	79	57	72.2%	72.2%	0.017	81.9	空头78%  ⚠震荡57%	+11.86%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<50（宽松）
78	做多	精品	5	79	57	72.2%	72.2%	0.017	81.9	空头77%  ⚠震荡59%	+11.86%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<45（严格）
79	做多	精品	5	82	59	72.0%	72.0%	0.015	81.8	空头77%  ⚠震荡59%	+12.08%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松）
80	做空	精品	4	40	24	60.0%	60.0%	0.000	81.8	⚠多头50%  震荡100%	+7.20%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥3（严格） & KDJ-J>85（严格）
81	做空	精品	4	40	24	60.0%	60.0%	0.000	81.8	多头55%  震荡73%	+7.20%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格） & RSI>60（宽松）
82	做空	精品	4	40	24	60.0%	60.0%	0.000	81.8	多头55%  震荡73%	+7.20%	ATR波动率比>1.8（严格） & 偏离MA5温和>0.5%（严格） & 连续阳线≥2（宽松） & KDJ-J>85（严格） & MA5斜率>0.05%（严格）
83	做多	精品	2	25	19	76.0%	75.7%	0.007	81.8	空头67%  震荡90%	+5.10%	布林中区<0.35（严格） & MA5斜率<-0.05%（严格） & MACD柱>0(多头)（宽松） & RSI温和<45（严格） & 量比>1.8（严格）
84	做多	精品	5	80	58	72.5%	72.6%	0.021	81.7	空头77%  ⚠震荡59%	+12.40%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<45（严格）
85	做多	精品	5	74	54	73.0%	73.1%	0.025	81.7	空头79%  ⚠震荡59%	+11.96%	ATR波动率比>1.2（宽松） & 布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松）
86	做多	精品	5	74	54	73.0%	73.1%	0.025	81.7	空头79%  ⚠震荡59%	+11.96%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松）
87	做多	精品	5	80	58	72.5%	72.6%	0.021	81.7	空头78%  ⚠震荡59%	+12.40%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率向下（宽松） & RSI温和<50（宽松）
88	做多	精品	4	64	47	73.4%	73.2%	0.018	81.5	空头81%  ⚠震荡50%	+10.76%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.3（宽松）
89	做多	精品	4	64	47	73.4%	73.2%	0.018	81.5	空头81%  ⚠震荡50%	+10.76%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & 量比>1.3（宽松）
90	做多	精品	4	64	47	73.4%	73.2%	0.018	81.5	空头81%  ⚠震荡50%	+10.76%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比温和>1.1（宽松）
91	做多	精品	4	64	47	73.4%	73.2%	0.018	81.5	空头81%  ⚠震荡50%	+10.76%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & 量比温和>1.1（宽松）
92	做多	精品	4	40	31	77.5%	77.5%	0.032	81.5	空头85%  ⚠震荡43%	+9.00%	偏离MA5温和<-0.5%（严格） & 连续阴线≥2（宽松） & RSI<30（严格） & 量比>1.8（严格）
93	做多	精品	5	69	53	76.8%	76.3%	0.041	81.5	空头84%  ⚠震荡60%	+14.86%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.8（严格）
94	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.3（宽松）
95	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比温和>1.1（宽松）
96	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<50（宽松） & 量比>1.3（宽松）
97	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	ATR波动率比>1.2（宽松） & 布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松）
98	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & RSI温和<50（宽松） & 量比温和>1.1（宽松）
99	做多	精品	4	63	46	73.0%	72.9%	0.015	81.5	空头81%  ⚠震荡50%	+10.22%	ATR波动率比>1.2（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松） & 量比>1.3（宽松）
100	做多	精品	5	94	73	77.7%	77.1%	0.041	81.5	多头100%  空头80%  ⚠震荡60%	+21.36%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 量比温和>1.1（宽松）
101	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松） & 量比>1.3（宽松）
102	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & 量比>1.3（宽松）
103	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松） & 量比>1.3（宽松）
104	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & 量比>1.3（宽松）
105	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & 量比>1.3（宽松）
106	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
107	做多	精品	4	35	26	74.3%	74.4%	0.028	81.5	空头75%  震荡73%	+6.30%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & MA5斜率向下（宽松） & RSI<40（宽松） & 量比温和>1.1（宽松）
108	做多	精品	5	81	59	72.8%	72.9%	0.024	81.3	空头78%  ⚠震荡59%	+12.94%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & RSI温和<50（宽松）
109	做多	精品	4	49	36	73.5%	73.5%	0.021	81.3	空头85%  ⚠震荡50%	+8.26%	ATR波动率比>1.8（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & 量比>1.8（严格）
110	做多	精品	4	49	36	73.5%	73.5%	0.021	81.3	空头85%  ⚠震荡50%	+8.26%	偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & KDJ-K<35（宽松） & RSI<40（宽松） & 量比>1.8（严格）
111	做多	精品	3	34	25	73.5%	73.5%	0.011	81.2	⚠多头50%  空头81%  震荡75%	+5.76%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI<40（宽松）
112	做多	精品	3	34	25	73.5%	73.5%	0.011	81.2	⚠多头50%  空头81%  震荡75%	+5.76%	偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格） & RSI温和<50（宽松）
113	做多	精品	3	34	25	73.5%	73.5%	0.011	81.2	⚠多头50%  空头81%  震荡75%	+5.76%	布林中区<0.40（宽松） & 偏离MA5温和<-0.5%（严格） & 连续阴线≥3（严格）
114	做多	精品	5	78	56	71.8%	71.9%	0.017	81.2	空头77%  ⚠震荡57%	+11.32%	布林位置<0.25（宽松） & 偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格）
115	做多	精品	5	78	56	71.8%	71.9%	0.017	81.2	空头77%  ⚠震荡57%	+11.32%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & RSI温和<45（严格）
116	做多	精品	4	64	47	73.4%	73.4%	0.021	81.2	空头80%  ⚠震荡58%	+10.76%	偏离MA5温和<-0.5%（严格） & RSI<40（宽松） & 量比>1.3（宽松）
117	做多	精品	4	66	48	72.7%	72.6%	0.015	81.2	空头80%  ⚠震荡50%	+10.44%	布林中区<0.35（严格） & 偏离MA5温和<-0.5%（严格） & KDJ-J<25（宽松） & MA5斜率向下（宽松）
118	做多	精品	5	76	55	72.4%	72.2%	0.020	81.0	空头78%  ⚠震荡59%	+11.64%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & 量比>1.3（宽松）
119	做多	精品	5	76	55	72.4%	72.2%	0.020	81.0	空头78%  ⚠震荡57%	+11.64%	偏离MA5温和<-0.5%（严格） & KDJ-K<35（宽松） & MA5斜率<-0.05%（严格） & 量比温和>1.1（宽松）
120	做多	精品	5	86	65	75.6%	74.9%	0.043	81.0	空头80%  ⚠震荡60%	+17.04%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比温和>1.1（宽松）
121	做多	精品	5	74	58	78.4%	77.8%	0.043	80.9	空头85%  ⚠震荡60%	+17.56%	偏离MA5温和<-0.5%（严格） & MA5斜率向下（宽松） & 量比>1.8（严格）
